recording has been started
action target inititated
recorded at 5.72097
recorded at 5.72111
recorded at 5.72127
recorded at 5.72139
recorded at 5.72152
recorded at 5.72166
recorded at 5.72178
recorded at 5.72192
recorded at 5.72212
recorded at 5.72224
recorded at 5.72236
recorded at 5.72252
recorded at 5.72264
recorded at 5.72281
recorded at 5.723
recorded at 5.72319
recorded at 5.72336
recorded at 5.72353
recorded at 5.7237
recorded at 5.72385
recorded at 5.72397
recorded at 5.7241
recorded at 5.72422
recorded at 5.72436
recorded at 5.72448
recorded at 5.72461
recorded at 5.72482
recorded at 5.72495
recorded at 5.72509
recorded at 5.72524
recorded at 5.72537
recorded at 5.72551
recorded at 5.72566
recorded at 5.72581
recorded at 5.72595
recorded at 5.7261
recorded at 5.72625
recorded at 5.7264
recorded at 5.72654
recorded at 5.72667
recorded at 5.72682
recorded at 5.72697
recorded at 5.72711
recorded at 5.72726
recorded at 5.7274
recorded at 5.72757
recorded at 5.72809
recorded at 5.72824
recorded at 5.72838
recorded at 5.72852
recorded at 5.72867
recorded at 5.72882
recorded at 5.72897
recorded at 5.72911
recorded at 5.72927
recorded at 5.72941
recorded at 5.72957
recorded at 5.72972
recorded at 5.72986
recorded at 5.73
recorded at 5.73015
recorded at 5.73029
recorded at 5.73043
recorded at 5.73058
recorded at 5.73072
recorded at 5.73087
recorded at 5.73102
recorded at 5.73116
recorded at 5.73131
recorded at 5.73147
recorded at 5.73161
recorded at 5.73174
recorded at 5.73217
recorded at 5.73231
recorded at 5.73245
recorded at 5.7326
recorded at 5.73275
recorded at 5.73289
recorded at 5.73302
recorded at 5.73315
recorded at 5.73328
recorded at 5.73341
recorded at 5.73353
recorded at 5.73367
recorded at 5.73385
recorded at 5.73402
recorded at 5.7342
recorded at 5.73437
recorded at 5.73455
recorded at 5.73475
recorded at 5.73498
recorded at 5.73517
recorded at 5.73529
recorded at 5.73542
recorded at 5.73556
recorded at 5.73568
recorded at 5.73582
recorded at 5.73596
recorded at 5.73609
recorded at 5.73622
recorded at 5.73636
recorded at 5.73649
recorded at 5.73663
recorded at 5.7368
recorded at 5.73698
recorded at 5.73715
recorded at 5.73733
recorded at 5.73751
recorded at 5.73769
recorded at 5.73791
recorded at 5.73807
recorded at 5.73822
recorded at 5.73838
recorded at 5.73853
recorded at 5.73868
recorded at 5.73886
recorded at 5.73902
recorded at 5.73917
recorded at 5.73933
recorded at 5.73949
recorded at 5.73967
recorded at 5.73984
recorded at 5.73998
recorded at 5.74013
recorded at 5.7403
recorded at 5.74048
recorded at 5.74063
recorded at 5.7408
recorded at 5.74096
recorded at 5.7411
recorded at 5.74123
recorded at 5.74137
recorded at 5.74153
recorded at 5.74176
recorded at 5.74205
recorded at 5.74221
recorded at 5.74235
recorded at 5.74253
recorded at 5.74268
recorded at 5.74283
recorded at 5.74296
recorded at 5.74311
recorded at 5.74325
recorded at 5.74338
recorded at 5.74352
recorded at 5.74367
recorded at 5.7438
recorded at 5.74395
recorded at 5.74408
recorded at 5.74422
recorded at 5.74435
recorded at 5.74449
recorded at 5.74467
recorded at 5.74486
recorded at 5.74537
recorded at 5.74556
recorded at 5.74574
recorded at 5.74589
recorded at 5.74604
recorded at 5.74619
recorded at 5.74633
recorded at 5.74648
recorded at 5.74663
recorded at 5.74678
recorded at 5.74692
recorded at 5.74706
recorded at 5.7472
recorded at 5.74734
recorded at 5.74749
recorded at 5.74764
recorded at 5.74781
recorded at 5.74818
recorded at 5.74835
recorded at 5.74851
recorded at 5.74867
recorded at 5.74882
recorded at 5.74898
recorded at 5.74913
recorded at 5.74927
recorded at 5.74942
recorded at 5.74957
recorded at 5.74973
recorded at 5.74991
recorded at 5.75008
recorded at 5.75024
recorded at 5.7504
recorded at 5.75057
recorded at 5.75074
recorded at 5.75088
recorded at 5.75102
recorded at 5.75115
recorded at 5.75129
recorded at 5.75143
recorded at 5.75157
recorded at 5.75171
recorded at 5.75187
recorded at 5.75201
recorded at 5.75215
recorded at 5.75229
recorded at 5.75243
recorded at 5.75256
recorded at 5.7527
recorded at 5.75284
recorded at 5.75298
recorded at 5.75311
recorded at 5.75325
recorded at 5.75339
recorded at 5.75353
recorded at 5.75368
recorded at 5.75384
recorded at 5.75398
recorded at 5.75411
recorded at 5.75424
recorded at 5.75437
recorded at 5.75451
recorded at 5.75465
recorded at 5.75481
recorded at 5.75497
recorded at 5.75513
recorded at 5.7553
recorded at 5.75546
recorded at 5.75562
recorded at 5.75578
recorded at 5.75592
recorded at 5.75606
recorded at 5.75619
recorded at 5.75639
recorded at 5.75653
recorded at 5.75666
recorded at 5.75682
recorded at 5.75697
recorded at 5.75712
recorded at 5.75728
recorded at 5.75742
recorded at 5.75759
recorded at 5.75774
recorded at 5.75789
recorded at 5.75804
recorded at 5.75817
recorded at 5.75832
recorded at 5.75846
recorded at 5.7586
recorded at 5.75875
recorded at 5.75891
recorded at 5.75907
recorded at 5.75922
recorded at 5.75937
recorded at 5.75952
recorded at 5.75968
recorded at 5.75984
recorded at 5.75998
recorded at 5.76012
recorded at 5.7603
recorded at 5.76044
recorded at 5.7606
recorded at 5.7608
recorded at 5.76098
recorded at 5.76115
recorded at 5.76135
recorded at 5.76184
recorded at 5.76198
recorded at 5.76212
recorded at 5.76226
recorded at 5.7624
recorded at 5.76254
recorded at 5.76267
recorded at 5.76285
recorded at 5.76299
recorded at 5.76315
recorded at 5.7633
recorded at 5.76345
recorded at 5.76361
recorded at 5.76377
recorded at 5.76417
recorded at 5.76434
recorded at 5.76449
recorded at 5.76465
recorded at 5.76483
recorded at 5.76499
recorded at 5.76515
recorded at 5.76531
recorded at 5.76547
recorded at 5.76564
recorded at 5.76582
recorded at 5.76596
recorded at 5.7661
recorded at 5.76624
recorded at 5.76637
recorded at 5.76651
recorded at 5.76665
recorded at 5.76681
recorded at 5.767
recorded at 5.76719
recorded at 5.76738
recorded at 5.76757
recorded at 5.76777
recorded at 5.76797
recorded at 5.76814
recorded at 5.7683
recorded at 5.76846
recorded at 5.76862
recorded at 5.76877
recorded at 5.76893
recorded at 5.76909
recorded at 5.76925
recorded at 5.7694
recorded at 5.76957
recorded at 5.76975
recorded at 5.76991
recorded at 5.77009
recorded at 5.77025
recorded at 5.77042
recorded at 5.77059
recorded at 5.77074
recorded at 5.7709
recorded at 5.77105
recorded at 5.77121
recorded at 5.77137
recorded at 5.77152
recorded at 5.77165
recorded at 5.77179
recorded at 5.77193
recorded at 5.77207
recorded at 5.7722
recorded at 5.77234
recorded at 5.77249
recorded at 5.77265
recorded at 5.77281
recorded at 5.77294
recorded at 5.77308
recorded at 5.77324
recorded at 5.77338
recorded at 5.77352
recorded at 5.77367
recorded at 5.77381
recorded at 5.77395
recorded at 5.7741
recorded at 5.77423
recorded at 5.77437
recorded at 5.77452
recorded at 5.77466
recorded at 5.77479
recorded at 5.77494
recorded at 5.77507
recorded at 5.7752
recorded at 5.77535
recorded at 5.77548
recorded at 5.77563
recorded at 5.77578
recorded at 5.77592
recorded at 5.77605
recorded at 5.77619
recorded at 5.77634
recorded at 5.77648
recorded at 5.77661
recorded at 5.77675
recorded at 5.77689
recorded at 5.77703
recorded at 5.77718
recorded at 5.77732
recorded at 5.77745
recorded at 5.77803
recorded at 5.77819
recorded at 5.77834
recorded at 5.7785
recorded at 5.77867
recorded at 5.77883
recorded at 5.77897
recorded at 5.77909
recorded at 5.77922
recorded at 5.77935
recorded at 5.77948
recorded at 5.7796
recorded at 5.77977
recorded at 5.77992
recorded at 5.78029
recorded at 5.78045
recorded at 5.7806
recorded at 5.78076
recorded at 5.78089
recorded at 5.78102
recorded at 5.78115
recorded at 5.78128
recorded at 5.78141
recorded at 5.78155
recorded at 5.78168
recorded at 5.78185
recorded at 5.78201
recorded at 5.78217
recorded at 5.78233
recorded at 5.78249
recorded at 5.98793
recorded at 5.98815
recorded at 5.98845
recorded at 5.98858
recorded at 5.9887
recorded at 5.98881
recorded at 5.98892
recorded at 5.98904
recorded at 5.98917
recorded at 5.98929
recorded at 5.98941
recorded at 5.98954
recorded at 5.9897
recorded at 5.98985
recorded at 5.99002
recorded at 5.99018
recorded at 5.99036
recorded at 5.99052
recorded at 5.99068
recorded at 5.99084
recorded at 5.99096
recorded at 5.99108
recorded at 5.99119
recorded at 5.99131
recorded at 5.99143
recorded at 5.99154
recorded at 5.99167
recorded at 5.99181
recorded at 5.99193
recorded at 5.99205
recorded at 5.99218
recorded at 5.99231
recorded at 5.99243
recorded at 5.99256
recorded at 5.9927
recorded at 5.99286
recorded at 5.99302
recorded at 5.99319
recorded at 5.99334
recorded at 5.99352
recorded at 5.99369
recorded at 5.99382
recorded at 5.99395
recorded at 5.99407
recorded at 5.99419
recorded at 5.99431
recorded at 5.99443
recorded at 5.99455
recorded at 5.99468
recorded at 5.99528
recorded at 5.9955
recorded at 5.99571
recorded at 5.99585
recorded at 5.99597
recorded at 5.9961
recorded at 5.99622
recorded at 5.99633
recorded at 5.99646
recorded at 5.99658
recorded at 5.99671
recorded at 5.99685
recorded at 5.99698
recorded at 5.99714
recorded at 5.99729
recorded at 5.99743
recorded at 5.99761
recorded at 5.99779
recorded at 5.99793
recorded at 5.99805
recorded at 5.99818
recorded at 5.99831
recorded at 5.99844
recorded at 5.99858
recorded at 5.9987
recorded at 5.99885
recorded at 5.99897
recorded at 5.9991
recorded at 5.99923
recorded at 5.99936
recorded at 5.99949
recorded at 5.99962
recorded at 5.99976
recorded at 5.99989
recorded at 6.00001
recorded at 6.00013
recorded at 6.00026
recorded at 6.00039
recorded at 6.00051
recorded at 6.00064
recorded at 6.00076
recorded at 6.00088
recorded at 6.00101
recorded at 6.00113
recorded at 6.00126
recorded at 6.00138
recorded at 6.00151
recorded at 6.00164
recorded at 6.00177
recorded at 6.0019
recorded at 6.00202
recorded at 6.00215
recorded at 6.00227
recorded at 6.0024
recorded at 6.00252
recorded at 6.00265
recorded at 6.0028
recorded at 6.00293
recorded at 6.00308
recorded at 6.00321
recorded at 6.00335
recorded at 6.00348
recorded at 6.00362
recorded at 6.00377
recorded at 6.00388
recorded at 6.00427
recorded at 6.00439
recorded at 6.00451
recorded at 6.00462
recorded at 6.00476
recorded at 6.00492
recorded at 6.00506
recorded at 6.0052
recorded at 6.00536
recorded at 6.00551
recorded at 6.00567
recorded at 6.00581
recorded at 6.00593
recorded at 6.00604
recorded at 6.00617
recorded at 6.00636
recorded at 6.00651
recorded at 6.00664
recorded at 6.0068
recorded at 6.00695
recorded at 6.00711
recorded at 6.00725
recorded at 6.00742
recorded at 6.00758
recorded at 6.00772
recorded at 6.0079
recorded at 6.00803
recorded at 6.00817
recorded at 6.00831
recorded at 6.00845
recorded at 6.00859
recorded at 6.00876
recorded at 6.0089
recorded at 6.00903
recorded at 6.00917
recorded at 6.00931
recorded at 6.00945
recorded at 6.00959
recorded at 6.00974
recorded at 6.00988
recorded at 6.01003
recorded at 6.01018
recorded at 6.01032
recorded at 6.01047
recorded at 6.01061
recorded at 6.01075
recorded at 6.0109
recorded at 6.01103
recorded at 6.01117
recorded at 6.01129
recorded at 6.01182
recorded at 6.01195
recorded at 6.01209
recorded at 6.01223
recorded at 6.01235
recorded at 6.0125
recorded at 6.01263
recorded at 6.01277
recorded at 6.01291
recorded at 6.01304
recorded at 6.01318
recorded at 6.01331
recorded at 6.01343
recorded at 6.01358
recorded at 6.01371
recorded at 6.01386
recorded at 6.01399
recorded at 6.01413
recorded at 6.01428
recorded at 6.01442
recorded at 6.01456
recorded at 6.0147
recorded at 6.01483
recorded at 6.01495
recorded at 6.01512
recorded at 6.01528
recorded at 6.01541
recorded at 6.01552
recorded at 6.01564
recorded at 6.0158
recorded at 6.01595
recorded at 6.01617
recorded at 6.01636
recorded at 6.01651
recorded at 6.01667
recorded at 6.0168
recorded at 6.01694
recorded at 6.01706
recorded at 6.01717
recorded at 6.01728
recorded at 6.0174
recorded at 6.01751
recorded at 6.01764
recorded at 6.01778
recorded at 6.01791
recorded at 6.01804
recorded at 6.01819
recorded at 6.01832
recorded at 6.01846
recorded at 6.01859
recorded at 6.01872
recorded at 6.01885
recorded at 6.01897
recorded at 6.01908
recorded at 6.0192
recorded at 6.01933
recorded at 6.01944
recorded at 6.01957
recorded at 6.01969
recorded at 6.01985
recorded at 6.02026
recorded at 6.02041
recorded at 6.02056
recorded at 6.02071
recorded at 6.02084
recorded at 6.02095
recorded at 6.02107
recorded at 6.02118
recorded at 6.0213
recorded at 6.02142
recorded at 6.02155
recorded at 6.02166
recorded at 6.02181
recorded at 6.02198
recorded at 6.02213
recorded at 6.02229
recorded at 6.02245
recorded at 6.02261
recorded at 6.02282
recorded at 6.02296
recorded at 6.0231
recorded at 6.02324
recorded at 6.02338
recorded at 6.02353
recorded at 6.02367
recorded at 6.0238
recorded at 6.02395
recorded at 6.02409
recorded at 6.02423
recorded at 6.02437
recorded at 6.02451
recorded at 6.02464
recorded at 6.02478
recorded at 6.02491
recorded at 6.02505
recorded at 6.02519
recorded at 6.02533
recorded at 6.02547
recorded at 6.02568
recorded at 6.02582
recorded at 6.02596
recorded at 6.02611
recorded at 6.02625
recorded at 6.02638
recorded at 6.02653
recorded at 6.02667
recorded at 6.02681
recorded at 6.02696
recorded at 6.02709
recorded at 6.02723
recorded at 6.02737
recorded at 6.02749
recorded at 6.02764
recorded at 6.02779
recorded at 6.02796
recorded at 6.02813
recorded at 6.02829
recorded at 6.02845
recorded at 6.02862
recorded at 6.02882
recorded at 6.02928
recorded at 6.02944
recorded at 6.02965
recorded at 6.02982
recorded at 6.02997
recorded at 6.03015
recorded at 6.03031
recorded at 6.03045
recorded at 6.03057
recorded at 6.03071
recorded at 6.03087
recorded at 6.031
recorded at 6.03114
recorded at 6.03129
recorded at 6.03142
recorded at 6.03155
recorded at 6.03169
recorded at 6.03189
recorded at 6.03207
recorded at 6.03225
recorded at 6.03246
recorded at 6.03264
recorded at 6.03284
recorded at 6.03302
recorded at 6.03318
recorded at 6.03335
recorded at 6.03351
recorded at 6.03368
recorded at 6.03384
recorded at 6.034
recorded at 6.03416
recorded at 6.03432
recorded at 6.03448
recorded at 6.03464
recorded at 6.0348
recorded at 6.03494
recorded at 6.03509
recorded at 6.03524
recorded at 6.03538
recorded at 6.03552
recorded at 6.03569
recorded at 6.03583
recorded at 6.03622
recorded at 6.03637
recorded at 6.03652
recorded at 6.03666
recorded at 6.0368
recorded at 6.03695
recorded at 6.03709
recorded at 6.03723
recorded at 6.03737
recorded at 6.03752
recorded at 6.03768
recorded at 6.03783
recorded at 6.03795
recorded at 6.03808
recorded at 6.03821
recorded at 6.03834
recorded at 6.03849
recorded at 6.03862
recorded at 6.03876
recorded at 6.03891
recorded at 6.03905
recorded at 6.0392
recorded at 6.03934
recorded at 6.03947
recorded at 6.03961
recorded at 6.03975
recorded at 6.0399
recorded at 6.04003
recorded at 6.04018
recorded at 6.04031
recorded at 6.04045
recorded at 6.0406
recorded at 6.04075
recorded at 6.04088
recorded at 6.04101
recorded at 6.04114
recorded at 6.04127
recorded at 6.0414
recorded at 6.04154
recorded at 6.04167
recorded at 6.04186
recorded at 6.04206
recorded at 6.04225
recorded at 6.04243
recorded at 6.04264
recorded at 6.04282
recorded at 6.04296
recorded at 6.04309
recorded at 6.04321
recorded at 6.04334
recorded at 6.04347
recorded at 6.04359
recorded at 6.04374
recorded at 6.04389
recorded at 6.04404
recorded at 6.04418
recorded at 6.04432
recorded at 6.04447
recorded at 6.04463
recorded at 6.04481
recorded at 6.04497
recorded at 6.04552
recorded at 6.04577
recorded at 6.04595
recorded at 6.04613
recorded at 6.04631
recorded at 6.04646
recorded at 6.04659
recorded at 6.04672
recorded at 6.04685
recorded at 6.04698
recorded at 6.04713
recorded at 6.04727
recorded at 6.04739
recorded at 6.04751
recorded at 6.04765
recorded at 6.04784
recorded at 6.04807
recorded at 6.04829
recorded at 6.04852
recorded at 6.04875
recorded at 6.0489
recorded at 6.04903
recorded at 6.04915
recorded at 6.04928
recorded at 6.0494
recorded at 6.04951
recorded at 6.04964
recorded at 6.04976
recorded at 6.04989
recorded at 6.05
recorded at 6.05011
recorded at 6.05023
recorded at 6.05034
recorded at 6.05045
recorded at 6.05057
recorded at 6.05068
recorded at 6.05085
recorded at 6.05102
recorded at 6.05119
recorded at 6.05136
recorded at 6.05153
recorded at 6.05172
recorded at 6.05184
recorded at 6.05221
recorded at 6.05233
recorded at 6.05245
recorded at 6.05257
recorded at 6.05269
recorded at 6.05284
recorded at 6.05299
recorded at 6.05314
recorded at 6.05327
recorded at 6.05342
recorded at 6.05358
recorded at 6.05372
recorded at 6.05386
recorded at 6.05399
recorded at 6.0541
recorded at 6.05422
recorded at 6.05435
recorded at 6.05447
recorded at 6.05459
recorded at 6.0547
recorded at 6.05485
recorded at 6.05498
recorded at 6.05514
recorded at 6.05528
recorded at 6.05541
recorded at 6.05556
recorded at 6.05572
recorded at 6.05586
recorded at 6.05599
recorded at 6.05612
recorded at 6.05624
recorded at 6.05637
recorded at 6.0565
recorded at 6.05663
recorded at 6.05679
recorded at 6.057
recorded at 6.0572
recorded at 6.05739
recorded at 6.05761
recorded at 6.05779
recorded at 6.05792
recorded at 6.05805
recorded at 6.05818
recorded at 6.05833
recorded at 6.05846
